angle_deg,residual_abs,ecdf
10.0,5.608212285859726e-05,0.07896323086196504
10.0,5.620113042356656e-05,0.07956600361663653
10.0,5.650404433177325e-05,0.08016877637130802
10.0,5.685747119027473e-05,0.0807715491259795
10.0,5.715154393681754e-05,0.081374321880651
10.0,5.728873705662663e-05,0.08197709463532249
10.0,5.729030211373831e-05,0.08257986738999397
10.0,5.767613577026265e-05,0.08318264014466546
10.0,5.777300811080077e-05,0.08378541289933696
10.0,5.852075998480366e-05,0.08438818565400844
10.0,5.91431189722047e-05,0.08499095840867993
10.0,5.930933748674039e-05,0.08559373116335142
10.0,6.057954077454131e-05,0.0861965039180229
10.0,6.075212710940359e-05,0.0867992766726944
10.0,6.094401816827966e-05,0.08740204942736589
10.0,6.185739912048516e-05,0.08800482218203737
10.0,6.215092015016133e-05,0.08860759493670886
10.0,6.274430229000205e-05,0.08921036769138035
10.0,6.309304018264905e-05,0.08981314044605183
10.0,6.370018857443371e-05,0.09041591320072333
10.0,6.38628385591089e-05,0.09101868595539482
10.0,6.453283442112157e-05,0.0916214587100663
10.0,6.456375746971554e-05,0.0922242314647378
10.0,6.496867587571509e-05,0.09282700421940929
10.0,6.53591170191592e-05,0.09342977697408077
10.0,6.546278031083208e-05,0.09403254972875226
10.0,6.587892933315742e-05,0.09463532248342375
10.0,6.597818799178312e-05,0.09523809523809523
10.0,6.65849837913346e-05,0.09584086799276673
10.0,6.702100385241883e-05,0.09644364074743822
10.0,6.706873018744175e-05,0.0970464135021097
10.0,6.756954540593219e-05,0.09764918625678119
10.0,6.822575849677048e-05,0.09825195901145269
10.0,6.91533079855422e-05,0.09885473176612417
10.0,7.021465685233541e-05,0.09945750452079566
10.0,7.031292815737333e-05,0.10006027727546715
10.0,7.03191876178233e-05,0.10066305003013863
10.0,7.05183940381271e-05,0.10126582278481013
10.0,7.055098918815061e-05,0.10186859553948162
10.0,7.130609066008375e-05,0.1024713682941531
10.0,7.144201331762967e-05,0.10307414104882459
10.0,7.14433324946473e-05,0.10367691380349608
10.0,7.150957501755872e-05,0.10427968655816756
10.0,7.159630831576891e-05,0.10488245931283906
10.0,7.174814969335142e-05,0.10548523206751055
10.0,7.180123489095025e-05,0.10608800482218204
10.0,7.307858829494474e-05,0.10669077757685352
10.0,7.310940773688768e-05,0.10729355033152502
10.0,7.474668770809934e-05,0.10789632308619651
10.0,7.493223507967772e-05,0.10849909584086799
10.0,7.510803978791336e-05,0.10910186859553948
10.0,7.665510740656467e-05,0.10970464135021098
10.0,7.72931656406739e-05,0.11030741410488246
10.0,7.729948055126834e-05,0.11091018685955395
10.0,7.757988770087931e-05,0.11151295961422544
10.0,7.819137362866102e-05,0.11211573236889692
10.0,7.82804748156174e-05,0.11271850512356842
10.0,7.831849530101631e-05,0.11332127787823991
10.0,7.844186024419386e-05,0.11392405063291139
10.0,7.84448233042967e-05,0.11452682338758288
10.0,7.878432070104746e-05,0.11512959614225438
10.0,7.948975333335606e-05,0.11573236889692586
10.0,8.007474131610515e-05,0.11633514165159735
10.0,8.02794743537949e-05,0.11693791440626884
10.0,8.084773705008264e-05,0.11754068716094032
10.0,8.161116936461488e-05,0.11814345991561181
10.0,8.178158117180812e-05,0.11874623267028331
10.0,8.228849743668887e-05,0.11934900542495479
10.0,8.343364363577743e-05,0.11995177817962628
10.0,8.363427193258666e-05,0.12055455093429777
10.0,8.372642485826587e-05,0.12115732368896925
10.0,8.442237112155082e-05,0.12176009644364075
10.0,8.488840198830894e-05,0.12236286919831224
10.0,8.655012000913231e-05,0.12296564195298372
10.0,8.730107841331547e-05,0.12356841470765521
10.0,8.757255938013353e-05,0.12417118746232671
10.0,8.816216891749384e-05,0.12477396021699819
10.0,8.887934372742157e-05,0.12537673297166968
10.0,8.916390080890291e-05,0.12597950572634117
10.0,8.927139302636333e-05,0.12658227848101267
10.0,8.9410452782962e-05,0.12718505123568416
10.0,8.950448843950132e-05,0.12778782399035563
10.0,8.961838594370719e-05,0.12839059674502712
10.0,8.989839219772366e-05,0.1289933694996986
10.0,9.015216738736398e-05,0.1295961422543701
10.0,9.060331071680804e-05,0.1301989150090416
10.0,9.194912440763092e-05,0.1308016877637131
10.0,9.449889387758148e-05,0.13140446051838456
10.0,9.489903963785797e-05,0.13200723327305605
10.0,9.561490898410407e-05,0.13261000602772754
10.0,9.578817312153044e-05,0.13321277878239904
10.0,9.650474055211689e-05,0.13381555153707053
10.0,9.687563082866336e-05,0.13441832429174203
10.0,9.712422011187716e-05,0.1350210970464135
10.0,9.738733901931695e-05,0.13562386980108498
10.0,9.748320326982696e-05,0.13622664255575648
10.0,9.76445902152734e-05,0.13682941531042797
10.0,9.78712249886382e-05,0.13743218806509946
10.0,9.805089483760908e-05,0.13803496081977096
10.0,9.818960133128884e-05,0.13863773357444242
10.0,9.821580255769956e-05,0.13924050632911392
10.0,9.88558275799023e-05,0.1398432790837854
10.0,9.927707236648264e-05,0.1404460518384569
10.0,9.933374417173124e-05,0.1410488245931284
10.0,9.933825104210814e-05,0.1416515973477999
10.0,0.0001006368276849,0.14225437010247136
10.0,0.0001013971412738,0.14285714285714285
10.0,0.000101595186615,0.14345991561181434
10.0,0.0001022458203037,0.14406268836648584
10.0,0.0001030894154928,0.14466546112115733
10.0,0.0001031813767201,0.14526823387582882
10.0,0.0001032433989551,0.1458710066305003
10.0,0.0001033298629055,0.14647377938517178
10.0,0.0001033993387189,0.14707655213984328
10.0,0.0001034461846262,0.14767932489451477
10.0,0.0001042209053684,0.14828209764918626
10.0,0.0001043627494317,0.14888487040385776
10.0,0.000106079441633,0.14948764315852922
10.0,0.0001063142032303,0.15009041591320071
10.0,0.0001067938916858,0.1506931886678722
10.0,0.0001073665234321,0.1512959614225437
10.0,0.0001074997775088,0.1518987341772152
10.0,0.000107574857322,0.1525015069318867
10.0,0.0001080630079492,0.15310427968655818
10.0,0.0001081804840445,0.15370705244122965
10.0,0.0001090095998614,0.15430982519590114
10.0,0.0001095216324038,0.15491259795057263
10.0,0.0001097337852945,0.15551537070524413
10.0,0.0001100181989628,0.15611814345991562
10.0,0.0001106479182311,0.1567209162145871
10.0,0.0001108725579581,0.15732368896925858
10.0,0.0001110543245043,0.15792646172393007
10.0,0.0001112840622465,0.15852923447860157
10.0,0.0001120366841056,0.15913200723327306
10.0,0.0001120933952849,0.15973477998794455
10.0,0.0001125875872519,0.16033755274261605
10.0,0.0001127804396212,0.1609403254972875
10.0,0.0001132120359065,0.161543098251959
10.0,0.0001134404320042,0.1621458710066305
10.0,0.0001139555238776,0.162748643761302
10.0,0.0001141879413786,0.16335141651597349
10.0,0.0001143375666652,0.16395418927064498
10.0,0.0001155408519507,0.16455696202531644
10.0,0.0001155706641213,0.16515973477998794
10.0,0.0001160980775799,0.16576250753465943
10.0,0.0001163657321683,0.16636528028933092
10.0,0.000117179276406,0.16696805304400242
10.0,0.0001176153626495,0.1675708257986739
10.0,0.0001180072428975,0.16817359855334538
10.0,0.0001180828497163,0.16877637130801687
10.0,0.0001180968129427,0.16937914406268836
10.0,0.0001195395848195,0.16998191681735986
10.0,0.0001216532388327,0.17058468957203135
10.0,0.0001220109392384,0.17118746232670284
10.0,0.0001227466677785,0.1717902350813743
10.0,0.0001230550843303,0.1723930078360458
10.0,0.0001237015509658,0.1729957805907173
10.0,0.0001243450628423,0.1735985533453888
10.0,0.0001253264477514,0.17420132610006028
10.0,0.0001263752084748,0.17480409885473178
10.0,0.0001278310963694,0.17540687160940324
10.0,0.0001280317351124,0.17600964436407474
10.0,0.0001292899040861,0.17661241711874623
10.0,0.0001300046777293,0.17721518987341772
10.0,0.0001311430969153,0.17781796262808922
10.0,0.0001317999949925,0.1784207353827607
10.0,0.0001326299643429,0.17902350813743217
10.0,0.0001326837927032,0.17962628089210367
10.0,0.0001335119661756,0.18022905364677516
10.0,0.000134349465228,0.18083182640144665
10.0,0.0001343612575489,0.18143459915611815
10.0,0.0001350841648367,0.18203737191078964
10.0,0.0001358589079134,0.18264014466546113
10.0,0.000136118449591,0.1832429174201326
10.0,0.0001366001944043,0.1838456901748041
10.0,0.0001370692728536,0.1844484629294756
10.0,0.0001378116247615,0.18505123568414708
10.0,0.0001379641329518,0.18565400843881857
10.0,0.0001380644320334,0.18625678119349007
10.0,0.000139406511599,0.18685955394816153
10.0,0.0001395009029981,0.18746232670283303
10.0,0.0001398007513784,0.18806509945750452
10.0,0.0001398018210342,0.188667872212176
10.0,0.0001398498384969,0.1892706449668475
10.0,0.0001402869780682,0.189873417721519
10.0,0.0001409637631193,0.19047619047619047
10.0,0.0001418527234609,0.19107896323086196
10.0,0.0001419344453616,0.19168173598553345
10.0,0.0001423345179741,0.19228450874020495
10.0,0.0001423363641384,0.19288728149487644
10.0,0.0001430799124123,0.19349005424954793
10.0,0.0001433971168872,0.1940928270042194
10.0,0.0001435388216461,0.1946955997588909
10.0,0.0001438245490656,0.19529837251356238
10.0,0.0001444025368267,0.19590114526823388
10.0,0.0001449017113734,0.19650391802290537
10.0,0.0001451188990139,0.19710669077757687
10.0,0.0001463007612709,0.19770946353224833
10.0,0.0001464357788591,0.19831223628691982
10.0,0.0001479085568583,0.19891500904159132
10.0,0.0001479824192567,0.1995177817962628
10.0,0.0001483215669303,0.2001205545509343
10.0,0.0001485510034622,0.2007233273056058
10.0,0.0001487817103136,0.20132610006027726
10.0,0.0001487972231546,0.20192887281494876
10.0,0.0001488003562422,0.20253164556962025
10.0,0.0001494003819204,0.20313441832429174
10.0,0.0001494140260263,0.20373719107896324
10.0,0.000149805718291,0.20433996383363473
10.0,0.0001501648998238,0.2049427365883062
10.0,0.000151341857554,0.2055455093429777
10.0,0.0001534596995276,0.20614828209764918
10.0,0.0001537707590826,0.20675105485232068
10.0,0.0001543230521177,0.20735382760699217
10.0,0.0001543478079633,0.20795660036166366
10.0,0.0001546353216447,0.20855937311633513
10.0,0.0001547062653536,0.20916214587100662
10.0,0.0001549534283492,0.20976491862567812
10.0,0.0001554057050892,0.2103676913803496
10.0,0.0001561471362877,0.2109704641350211
10.0,0.0001590064616036,0.2115732368896926
10.0,0.0001594564691839,0.2121760096443641
10.0,0.0001613061984126,0.21277878239903555
10.0,0.0001613482696196,0.21338155515370705
10.0,0.0001617282827869,0.21398432790837854
10.0,0.0001617870971749,0.21458710066305003
10.0,0.0001624294421938,0.21518987341772153
10.0,0.0001627657862225,0.21579264617239302
10.0,0.0001630705278677,0.2163954189270645
10.0,0.0001642926369954,0.21699819168173598
10.0,0.0001645329526117,0.21760096443640747
10.0,0.0001646227541843,0.21820373719107897
10.0,0.0001647886119635,0.21880650994575046
10.0,0.0001656834522092,0.21940928270042195
10.0,0.0001657189641413,0.22001205545509342
10.0,0.0001658844214618,0.2206148282097649
10.0,0.0001671525382695,0.2212176009644364
10.0,0.0001685427412393,0.2218203737191079
10.0,0.0001691626132708,0.2224231464737794
10.0,0.0001693758577697,0.2230259192284509
10.0,0.0001717359481484,0.22362869198312235
10.0,0.0001722240255894,0.22423146473779385
10.0,0.0001724035450731,0.22483423749246534
10.0,0.000173327227164,0.22543701024713683
10.0,0.0001741824925743,0.22603978300180833
10.0,0.000174802222756,0.22664255575647982
10.0,0.0001754840003373,0.22724532851115128
10.0,0.0001754987911032,0.22784810126582278
10.0,0.0001781256979528,0.22845087402049427
10.0,0.0001783698355745,0.22905364677516576
10.0,0.0001785881144313,0.22965641952983726
10.0,0.0001787137446575,0.23025919228450875
10.0,0.0001794067383603,0.23086196503918022
10.0,0.000179439621406,0.2314647377938517
10.0,0.0001796383028744,0.2320675105485232
10.0,0.0001802113124942,0.2326702833031947
10.0,0.0001805778831173,0.2332730560578662
10.0,0.0001806172985962,0.23387582881253768
10.0,0.0001806806784636,0.23447860156720915
10.0,0.0001814282154114,0.23508137432188064
10.0,0.0001816595430046,0.23568414707655214
10.0,0.0001820909156544,0.23628691983122363
10.0,0.0001822433269573,0.23688969258589512
10.0,0.0001831490153081,0.23749246534056662
10.0,0.0001833032204518,0.23809523809523808
10.0,0.000184669146824,0.23869801084990958
10.0,0.0001852716983984,0.23930078360458107
10.0,0.0001856440108315,0.23990355635925256
10.0,0.0001860864664223,0.24050632911392406
10.0,0.0001863880686513,0.24110910186859555
10.0,0.0001872531795063,0.24171187462326701
10.0,0.0001875984668298,0.2423146473779385
10.0,0.0001876146865561,0.24291742013261
10.0,0.0001884791536354,0.2435201928872815
10.0,0.0001888338273625,0.244122965641953
10.0,0.0001888914295025,0.24472573839662448
10.0,0.000189849729756,0.24532851115129597
10.0,0.0001902616144265,0.24593128390596744
10.0,0.0001903229986898,0.24653405666063893
10.0,0.000190509014366,0.24713682941531043
10.0,0.000190580879141,0.24773960216998192
10.0,0.0001907911005383,0.24834237492465341
10.0,0.000190880936098,0.2489451476793249
10.0,0.0001918968086305,0.24954792043399637
10.0,0.0001919620737774,0.2501506931886679
10.0,0.0001923611123155,0.25075346594333936
10.0,0.0001926959956284,0.2513562386980108
10.0,0.0001936019811929,0.25195901145268235
10.0,0.0001943489377147,0.2525617842073538
10.0,0.0001943636896865,0.25316455696202533
10.0,0.0001946675445831,0.2537673297166968
10.0,0.000194778532143,0.2543701024713683
10.0,0.000195272783792,0.2549728752260398
10.0,0.0001956574806622,0.25557564798071125
10.0,0.0001960121504616,0.2561784207353828
10.0,0.0001962737545949,0.25678119349005424
10.0,0.0001963582681167,0.25738396624472576
10.0,0.0001965194094975,0.2579867389993972
10.0,0.0001966865418278,0.2585895117540687
10.0,0.0001970440397191,0.2591922845087402
10.0,0.0001972228138426,0.2597950572634117
10.0,0.0001980071536151,0.2603978300180832
10.0,0.0001980519435904,0.26100060277275466
10.0,0.0001987174427605,0.2616033755274262
10.0,0.000199722949369,0.26220614828209765
10.0,0.0002001131534632,0.2628089210367691
10.0,0.0002005487679103,0.26341169379144064
10.0,0.0002008035465633,0.2640144665461121
10.0,0.0002008154872858,0.2646172393007836
10.0,0.0002008889180455,0.2652200120554551
10.0,0.0002009905942925,0.26582278481012656
10.0,0.0002013506483035,0.2664255575647981
10.0,0.0002014045291432,0.26702833031946954
10.0,0.0002015441286447,0.26763110307414106
10.0,0.0002015550959345,0.26823387582881253
10.0,0.0002024112860765,0.26883664858348405
10.0,0.0002038160143179,0.2694394213381555
10.0,0.0002059995472395,0.270042194092827
10.0,0.0002064066128088,0.2706449668474985
10.0,0.0002068582700757,0.27124773960216997
10.0,0.0002069378827833,0.2718505123568415
10.0,0.0002070333305806,0.27245328511151296
10.0,0.0002078760795712,0.2730560578661845
10.0,0.0002085931224648,0.27365883062085594
10.0,0.0002092777415322,0.2742616033755274
10.0,0.0002098820933561,0.27486437613019893
10.0,0.0002099110618147,0.2754671488848704
10.0,0.0002101971658712,0.2760699216395419
10.0,0.0002104849590559,0.2766726943942134
10.0,0.0002110916877213,0.27727546714888485
10.0,0.000211271957225,0.27787823990355637
10.0,0.0002119601839043,0.27848101265822783
10.0,0.0002122680589947,0.27908378541289935
10.0,0.0002136204617348,0.2796865581675708
10.0,0.0002136703986515,0.28028933092224234
10.0,0.0002139258530517,0.2808921036769138
10.0,0.0002140673829474,0.2814948764315853
10.0,0.0002149961058842,0.2820976491862568
10.0,0.0002161322544648,0.28270042194092826
10.0,0.0002167497688335,0.2833031946955998
10.0,0.0002185247306298,0.28390596745027125
10.0,0.0002200831035,0.2845087402049427
10.0,0.0002200987215826,0.28511151295961423
10.0,0.0002209196159431,0.2857142857142857
10.0,0.0002227691653501,0.2863170584689572
10.0,0.0002242140658655,0.2869198312236287
10.0,0.0002245681211893,0.2875226039783002
10.0,0.0002249474699692,0.28812537673297167
10.0,0.0002258561631624,0.28872814948764314
10.0,0.0002275032264731,0.28933092224231466
10.0,0.0002279774701667,0.2899336949969861
10.0,0.0002281518678468,0.29053646775165765
10.0,0.0002293530657473,0.2911392405063291
10.0,0.0002308832615912,0.2917420132610006
10.0,0.0002309924768132,0.2923447860156721
10.0,0.0002312728099154,0.29294755877034356
10.0,0.0002313890662993,0.2935503315250151
10.0,0.0002316142945318,0.29415310427968655
10.0,0.0002320316409592,0.29475587703435807
10.0,0.0002332202645407,0.29535864978902954
10.0,0.0002333133734027,0.295961422543701
10.0,0.0002336695012606,0.2965641952983725
10.0,0.0002339874884177,0.297166968053044
10.0,0.0002353390000862,0.2977697408077155
10.0,0.0002356488806016,0.298372513562387
10.0,0.0002356847814797,0.29897528631705844
10.0,0.0002357067475554,0.29957805907172996
10.0,0.0002359507012422,0.30018083182640143
10.0,0.0002369236446644,0.30078360458107295
10.0,0.0002374498793968,0.3013863773357444
10.0,0.000237887969081,0.30198915009041594
10.0,0.000238861588492,0.3025919228450874
10.0,0.0002391672747824,0.30319469559975887
10.0,0.0002396100647686,0.3037974683544304
10.0,0.0002404786025133,0.30440024110910185
10.0,0.0002416822696069,0.3050030138637734
10.0,0.0002426093475908,0.30560578661844484
10.0,0.0002430477592158,0.30620855937311636
10.0,0.0002443256593803,0.30681133212778783
10.0,0.0002449081505325,0.3074141048824593
10.0,0.0002449117462408,0.3080168776371308
10.0,0.000246346269348,0.3086196503918023
10.0,0.0002464181331815,0.3092224231464738
10.0,0.0002466105273797,0.30982519590114527
10.0,0.000247210093119,0.31042796865581673
10.0,0.0002475604913828,0.31103074141048825
10.0,0.0002477008533589,0.3116335141651597
10.0,0.000248739715925,0.31223628691983124
10.0,0.0002487875022524,0.3128390596745027
10.0,0.0002492202549023,0.3134418324291742
10.0,0.0002498023123429,0.3140446051838457
10.0,0.0002503602294566,0.31464737793851716
10.0,0.0002536765424685,0.3152501506931887
10.0,0.0002544396816664,0.31585292344786015
10.0,0.0002544460869708,0.31645569620253167
10.0,0.0002556672682695,0.31705846895720313
10.0,0.0002559553184126,0.3176612417118746
10.0,0.0002561883296785,0.3182640144665461
10.0,0.0002562428278943,0.3188667872212176
10.0,0.0002589277592714,0.3194695599758891
10.0,0.0002597826438777,0.32007233273056057
10.0,0.000260124916433,0.3206751054852321
10.0,0.0002605600176674,0.32127787823990356
10.0,0.0002616362556804,0.321880650994575
10.0,0.000261668223061,0.32248342374924654
10.0,0.0002618103357248,0.323086196503918
10.0,0.0002618134203472,0.32368896925858953
10.0,0.0002624420532687,0.324291742013261
10.0,0.000262655201284,0.32489451476793246
10.0,0.0002646131669564,0.325497287522604
10.0,0.0002647115453624,0.32610006027727545
10.0,0.00026507311529,0.32670283303194697
10.0,0.0002651231444353,0.32730560578661844
10.0,0.000265315319199,0.32790837854128996
10.0,0.0002676289753254,0.3285111512959614
10.0,0.000267784863699,0.3291139240506329
10.0,0.000268149880941,0.3297166968053044
10.0,0.0002683183790148,0.3303194695599759
10.0,0.0002690523577916,0.3309222423146474
10.0,0.0002708241256418,0.33152501506931886
10.0,0.0002717628318539,0.33212778782399033
10.0,0.0002718489685962,0.33273056057866185
10.0,0.0002719535573291,0.3333333333333333
10.0,0.0002721406376635,0.33393610608800484
10.0,0.000273523310422,0.3345388788426763
10.0,0.0002740223624937,0.3351416515973478
10.0,0.0002747952202334,0.3357444243520193
10.0,0.0002755479832226,0.33634719710669075
10.0,0.0002755792839589,0.3369499698613623
10.0,0.0002761181695475,0.33755274261603374
10.0,0.0002779020762933,0.33815551537070526
10.0,0.0002782761677563,0.3387582881253767
10.0,0.0002788654010066,0.33936106088004825
10.0,0.0002793863007824,0.3399638336347197
10.0,0.0002795089931135,0.3405666063893912
10.0,0.0002799748511753,0.3411693791440627
10.0,0.0002810549870903,0.34177215189873417
10.0,0.0002817509712169,0.3423749246534057
10.0,0.0002821253861023,0.34297769740807715
10.0,0.0002822455747918,0.3435804701627486
10.0,0.0002823798121066,0.34418324291742014
10.0,0.0002828517094316,0.3447860156720916
10.0,0.0002830430833787,0.3453887884267631
10.0,0.0002841413351477,0.3459915611814346
10.0,0.0002841823335229,0.3465943339361061
10.0,0.000284296620327,0.3471971066907776
10.0,0.0002847119943144,0.34779987944544904
10.0,0.0002849560512948,0.34840265220012057
10.0,0.0002854782745263,0.34900542495479203
10.0,0.0002855117720914,0.34960819770946355
10.0,0.0002865917951282,0.350210970464135
10.0,0.0002866214262539,0.3508137432188065
10.0,0.0002867845007518,0.351416515973478
10.0,0.0002871239137728,0.35201928872814947
10.0,0.0002872775847178,0.352622061482821
10.0,0.0002878842747255,0.35322483423749246
10.0,0.0002879199622614,0.353827606992164
10.0,0.0002891630142289,0.35443037974683544
10.0,0.0002894927402743,0.3550331525015069
10.0,0.0002895098425006,0.35563592525617843
10.0,0.0002897725124111,0.3562386980108499
10.0,0.0002924590750414,0.3568414707655214
10.0,0.0002928600095161,0.3574442435201929
10.0,0.0002929988967234,0.35804701627486435
10.0,0.0002934453837431,0.35864978902953587
10.0,0.0002935985597192,0.35925256178420734
10.0,0.0002951606029309,0.35985533453887886
10.0,0.0002955760350357,0.3604581072935503
10.0,0.0002956430665168,0.36106088004822184
10.0,0.0002957661455711,0.3616636528028933
10.0,0.0002959388134892,0.3622664255575648
10.0,0.0002977697947052,0.3628691983122363
10.0,0.0002979592836163,0.36347197106690776
10.0,0.0002980253253864,0.3640747438215793
10.0,0.0002985021392357,0.36467751657625075
10.0,0.0002997403757589,0.36528028933092227
10.0,0.0002999235538513,0.36588306208559374
10.0,0.0003002139441491,0.3664858348402652
10.0,0.0003002893806774,0.3670886075949367
10.0,0.0003011850072085,0.3676913803496082
10.0,0.0003016519687016,0.3682941531042797
10.0,0.0003017206439506,0.3688969258589512
